cusip,ric,Company Common Name,trbc_economic_sector,trbc_business_sector,trbc_industry_group,trbc_industry
858927106,STEL.N,Stellar Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
85914M107,STEP.OQ,StepStone Group Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
859152100,STE.N^K15,Steris Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
859158107,STL.N^K13,Sterling Bancorp (NEW YORK),Financials,Banking & Investment Services,Banking Services,Banks
85916J409,STXS.A,Stereotaxis Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
85917A100,STL.N^B22,Sterling Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
85917T109,STER.OQ^K24,Sterling Check Corp,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Employment Services
85917W102,SBT.OQ^D25,Sterling Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
859241101,STRL.OQ,Sterling Infrastructure Inc,Industrials,Industrial & Commercial Services,Construction & Engineering,Construction & Engineering
859319303,STSA.OQ^D14,Sterling Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
859737207,SLT.N^I13,Sterlite Industries (India) Ltd,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
860370105,STEI.OQ^L13,Stewart Enterprises Inc,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services
860372101,STC.N,Stewart Information Services Corp,Financials,Insurance,Insurance,Property & Casualty Insurance
860630102,SF.N,Stifel Financial Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services
86074Q102,SWC.N^E17,Stillwater Mining Co,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
860897107,SFIX.OQ,Stitch Fix Inc,Technology,Software & IT Services,Software & IT Services,Online Services
861012102,STM.N,STMicroelectronics NV,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
86101X104,,,,,,
861025104,SYBT.OQ,Stock Yards Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
86126T203,,,,,,
86150R107,STOK.OQ,Stoke Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
861642106,,Talos Petroleum LLC,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
861780104,BANX.OQ,ArrowMark Financial Corp,Financials,Collective Investments,Collective Investments,Closed End Funds
86183P102,SRI.N,Stoneridge Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
86183Q100,,,,,,
861896108,SNEX.OQ,StoneX Group Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services
862121100,STOR.N^B23,STORE Capital Corp,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
862578101,STRP.A^B18,Straight Path Communications Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
86272C103,STRA.OQ,Strategic Education Inc,Academic & Educational Services,Academic & Educational Services,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers
86272T106,BEE.N^L15,Strategic Hotels & Resorts Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
862945102,ASST.OQ,Strive Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
86309R107,SCAQ.OQ^G23,Stratim Cloud Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
863111100,STRT.OQ,Strattec Security Corp,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
863167201,STRS.OQ,Stratus Properties Inc,Real Estate,Real Estate,Real Estate Operations,"Real Estate Rental, Development & Operations"
863182101,STRW.A,Strawberry Fields Reit Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
863236105,,,,,,
863307104,,,,,,
863314100,SRR.N^H07,Stride Rite Corp,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Footwear
86333M108,LRN.N,Stride Inc,Academic & Educational Services,Academic & Educational Services,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers
86337R103,,,,,,
863667101,SYK.N,Stryker Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
86366E106,GPCR.OQ,Structure Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
86384P109,STUB.N,"Stubhub Holdings, Inc",Technology,Software & IT Services,Software & IT Services,Online Services
86388A108,STB.TO^E18,Student Transportation Inc,Industrials,Transportation,Passenger Transportation Services,"Passenger Transportation, Ground & Sea"
863902102,STU.N^A11,Student Loan Corp,Financials,Banking & Investment Services,Banking Services,Consumer Lending
864159108,RGR.N,Sturm Ruger & Company Inc,Consumer Cyclicals,Cyclical Consumer Products,Leisure Products,Recreational Products
864482104,SPH.N,Suburban Propane Partners LP,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
864596101,SFSF.K^B12,SuccessFactors Inc,Technology,Software & IT Services,Software & IT Services,Software
864739107,SCNB.N^D17,Suffolk Bancorp,Financials,Banking & Investment Services,Banking Services,Banks
864909106,SCMP.OQ^B18,Sucampo Pharmaceuticals LLC,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
86562M209,SMFG.N,"Sumitomo Mitsui Financial Group, Inc",Financials,Banking & Investment Services,Banking Services,Banks
86606G101,SMMF.OQ^E24,Summit Financial Group Inc,Financials,Banking & Investment Services,Banking Services,Banks
866082100,INN.N,Summit Hotel Properties Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
866142102,,,,,,
866142409,SMC.N,Summit Midstream Corp,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
86614U100,SUM.N^B25,Summit Materials 1 LLC,Basic Materials,Mineral Resources,Construction Materials,Construction Materials
86627T108,SMMT.OQ,Summit Therapeutics Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
86633R203,,,,,,
86646P103,SUMO.OQ^E23,Sumo Logic Inc,Technology,Software & IT Services,Software & IT Services,Software
866674104,SUI.N,Sun Communities Inc,Real Estate,Real Estate,Residential & Commercial REITs,Residential REITs
866683105,SNCY.OQ,Sun Country Airlines Holdings Inc,Industrials,Transportation,Passenger Transportation Services,Airlines
86677E100,SUNH.OQ^L12,Sun Healthcare Group Inc (California),Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
866796105,SLF.TO,Sun Life Financial Inc,Financials,Insurance,Insurance,Life & Health Insurance
866810104,,,,,,
866810203,JAVA.OQ^B10,Oracle America Inc,Industrials,Industrial & Commercial Services,Diversified Industrial Goods Wholesale,Diversified Industrial Goods Wholesale
866942105,,,,,,
867224107,SU.TO,Suncor Energy Inc (Canada),Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
867229106,,,,,,
86722A103,SXC.N,SunCoke Energy Inc,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
86722Y101,SXCP.N^F19,SunCoke Energy Partners LP,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
86730L109,,,,,,
867328601,,,,,,
86732Y109,SUNEQ.PK^L17,Sunedison Inc,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
86737M100,GOMO.OQ^K15,Sungy Mobile Ltd,Technology,Software & IT Services,Software & IT Services,Software
86738J106,,,,,,
86738J114,SULWQ.PK^L23,Sunlight Financial Holdings Inc,Financials,Banking & Investment Services,Banking Services,Consumer Lending
86740P108,,,,,,
86745K104,NOVAQ.PK^K25,Sunnova Energy International Inc,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
86764L108,,,,,,
86764P109,SUN.N^J12,ETC Sunoco Holdings LLC,Consumer Non-Cyclicals,Personal & Household Products & Services,Personal & Household Products & Services,Personal Services
867652109,,,,,,
867652307,SPWR.BE^K11,SunPower Corporation,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
867652406,SPWRQ.PK^K24,SunPower Corporation,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
86765K109,SUN.N,Sunoco LP,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
86768K106,SRZ.N^A13,Sunrise Senior Living LLC,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
8676EP108,SOY.TO,Sunopta Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing
86771W105,RUN.OQ,Sunrun Inc,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
867892101,SHO.N,Sunstone Hotel Investors Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
867914103,STI.N^L19,SunTrust Banks Inc,Financials,Banking & Investment Services,Banking Services,Banks
867975104,SNREY.PK^K25,Sunrise Communications Ltd,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
867981102,SUNS.OQ,Sunrise Realty Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
86800C104,STPFQ.PK^I15,Suntech Power Holdings Co Ltd,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
86800U104,,Super Micro Computer Inc,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware
86800U302,SMCI.OQ,Super Micro Computer Inc,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware
86803X204,SUNWQ.PK,Sunworks Inc,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
86804F202,,,,,,
868157108,,,,,,
86815V105,SPSX.OQ^H08,Superior Essex Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
868168105,SSUP.PK^L25,Superior Industries International Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
868358102,SGC.OQ,Superior Group of Companies Inc,Consumer Cyclicals,Cyclical Consumer Products,Textiles & Apparel,Apparel & Accessories
86837X105,SWSI.OQ^I10,C&J Well Services Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
868459108,SUPN.OQ,Supernus Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
868532102,SUPX.OQ^D14,Supertex Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
868536103,,,,,,
868536301,SVU.N^J18,Supervalu Inc,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
868587106,,,,,,
86858W101,,,,,,
86877M209,SURF.OQ^I23,Surface Oncology Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
86881A100,SGRY.OQ,Surgery Partners Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
86881L106,SCAI.O^C17,Surgical Care Affiliates Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
86882L204,SURG.OQ,Surgepays Inc,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
868861204,SNGSyq.L^A23,Surgutneftegaz PAO,Energy,Energy - Fossil Fuels,Oil & Gas,Integrated Oil & Gas
868873100,SRDX.OQ^K25,Surmodics Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
86887P309,BNC.OQ,CEA Industries Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
86887Q109,SSSS.OQ,SuRo Capital Corp,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
86889P208,SRZN.OQ,Surrozen Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
868927203,SRFM.N,Surf Air Mobility Inc,Industrials,Transportation,Passenger Transportation Services,Airlines
869099101,SUSQ.OQ^H15,Susquehanna Bancshares Inc,Financials,Banking & Investment Services,Banking Services,Banks
869233106,SUSS.N^H14,Susser Holdings Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Refining and Marketing
86933G105,,,,,,
86934L103,SDAC.OQ^G23,Sustainable Development Acquisition I Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
86934L111,SDACW.OQ^G23,Sustainable Development Acquisition I Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
86934L202,SDACU.OQ^G23,Sustainable Development Acquisition I Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
869367102,,Sutro Biopharma Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
869367201,STRO.OQ,Sutro Biopharma Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
86944Q100,,,,,,
86959K105,SUZ.N,Suzano SA,Basic Materials,Applied Resources,Paper & Forest Products,Paper Products
87043Q108,SG.N,Sweetgreen Inc,Consumer Cyclicals,Cyclical Consumer Services,Hotels & Entertainment Services,Restaurants & Bars
870738101,SFYWQ.PK^D16,SilverBow Resources Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
87074U101,SWFT.K^I17,Knight-Swift Transportation Holdings Inc,Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics
870756103,SWFT.OQ^E07,Swift Transportation Co Inc,Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics
871043105,SDXC.OQ^E10,Switch & Data Facilities Company Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
87105L104,SWCH.N^L22,Sunshine Bidco Inc,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware
87105M102,,,,,,
87105M110,,,,,,
87105M201,SBE_u.N^C21,ChargePoint Holdings Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Electrical Components & Equipment
871130100,SY.N^G10,Sybase Inc,Technology,Software & IT Services,Software & IT Services,Software
871206108,,,,,,
871206405,SCMR.PK^K16,Sycamore Networks Inc,Technology,Technology Equipment,Communications & Networking,Communications & Networking
871237103,SYKE.OQ^H21,Sykes Enterprises Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
871332102,SLVM.N,Sylvamo Corp,Basic Materials,Applied Resources,Paper & Forest Products,Paper Products
871503108,,,,,,
871508107,SBL.N^A07,Symbol Technologies LLC,Technology,Technology Equipment,Communications & Networking,Communications & Networking
87151Q106,SYA.N^B16,Symetra Financial Corp,Financials,Insurance,Insurance,Life & Health Insurance
87151X101,SYM.OQ,Symbotic Inc,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
871543104,SYMM.OQ^K13,Microsemi Frequency and Time Corp,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
871543AB0,,Microsemi Frequency and Time Corp,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
871546206,SMA.N^L14,Symmetry Medical Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
87155N109,SYIEY.PK,Symrise AG,Basic Materials,Chemicals,Chemicals,Specialty Chemicals
87155S108,SMMX.OQ^G10,SYMYX Technologies Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
871562203,SYGR.OQ^D07,Synagro Technologies Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Environmental Services & Equipment
871565107,ACNT.OQ,Ascent Industries Co,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
87157B103,,,,,,
87157B400,SNCR.OQ^B26,"Synchronoss Technologies, Inc",Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
87157D109,SYNA.OQ,Synaptics Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
87159A103,GEVA.OQ^F15,Synageva BioPharma Corp,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
871607107,SNPS.OQ,Synopsys Inc,Technology,Software & IT Services,Software & IT Services,Software
87160A100,SYT.N^A18,Syngenta AG,Basic Materials,Chemicals,Chemicals,Agricultural Chemicals
87161C105,,,,,,
87161C501,SNV.N^A26,Synovus Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
87162H103,SYNT.OQ^J18,Syntel LLC,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
87162M409,SYST.VX^F12,Synthes Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
87162W100,SNX.N,TD Synnex Corp,Technology,Technology Equipment,"Computers, Phones & Household Electronics",Computer Hardware
871639308,SGYPQ.PK^E19,Synergy Pharmaceuticals LLC,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87163F106,SVR.F^A11,Syniverse Holdings LLC,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
87163L103,BRLCQ.PK^H09,Syntax Brillian Corp,Technology,Technology Equipment,Communications & Networking,Communications & Networking
87164C102,SYUT.O^E17,Synutra International Inc,Consumer Non-Cyclicals,Food & Beverages,Food & Tobacco,Food Processing
87164F105,SNDX.OQ,Syndax Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87164P103,,,,,,
871655106,SYPR.OQ,Sypris Solutions Inc,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
87165B103,SYF.N,Synchrony Financial,Financials,Banking & Investment Services,Banking Services,Consumer Lending
87166B102,SYNH.OQ^I23,Syneos Health Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87167A103,THOR.OQ^A20,Synthorx LLC,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87167T201,,,,,,
871829107,SYY.N,Sysco Corp,Consumer Non-Cyclicals,Food & Drug Retailing,Food & Drug Retailing,Food Retail & Distribution
87184P109,SSMXY.PK,Sysmex Corp,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
87184Q107,,,,,,
87184Q206,SYRS.PK,Syros Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
871851101,,,,,,
87190U100,TDCX.N^F24,TDCX Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
87200P109,,System1 Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
87200P208,SST.N,System1 Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
872275102,TCF.N^H19,TCF Financial Corp (Pre Merger),Financials,Banking & Investment Services,Banking Services,Banks
872280102,CGBD.OQ,Carlyle Secured Lending Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
872307103,TCF.OQ^F21,TCF Financial Corp (Pre-Merger),Financials,Banking & Investment Services,Banking Services,Banks
87233Q108,TCP.N^C21,TC PipeLines LP,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
87236Y108,AMTD.OQ^J20,Ameritrade Holding LLC,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Banking & Brokerage Services
872375100,TE.N^G16,Teco Energy LLC,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
872381108,TELA.OQ,TELA Bio Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
872386107,TESS.OQ^G23,Tessco Technologies LLC,Technology,Technology Equipment,Communications & Networking,Communications & Networking
87238Q103,,,,,,
87240R107,TFSL.OQ,TFS Financial Corp,Financials,Banking & Investment Services,Banking Services,Banks
87241J104,,TFF Pharmaceuticals Inc,Healthcare,Pharmaceuticals & Medical Research,Biotechnology & Medical Research,Biotechnology & Medical Research
87241L109,TFII.TO,TFI International Inc,Industrials,Transportation,Freight & Logistics Services,Ground Freight & Logistics
872434105,THKLY.PK,THK Co Ltd,Industrials,Industrial Goods,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Machinery & Equipment
872438106,,,,,,
872443403,,,,,,
87244T109,,,,,,
872519100,,,,,,
87251T109,TGVC.OQ^C24,TG Venture Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
872540109,TJX.N,TJX Companies Inc,Consumer Cyclicals,Retailers,Diversified Retail,Discount Stores
87256C101,TKO.N,TKO Group Holdings Inc,Consumer Cyclicals,Cyclical Consumer Services,Media & Publishing,Entertainment Production
87257M108,,,,,,
87257M116,,,,,,
87257M207,TLGA_u.N^H23,Electriq Power Holdings Inc,Utilities,Utilities,Electric Utilities & IPPs,Electric Utilities
872590104,TMUS.OQ,T-Mobile US Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
872590112,TMUSR.OQ^G20,T-Mobile US Inc,Technology,Telecommunications Services,Telecommunications Services,Wireless Telecommunications Services
87260R201,TRMKq.L^I20,Trubnaya Metallurgicheskaya Kompaniya PAO,Basic Materials,Mineral Resources,Metals & Mining,Iron & Steel
87261Y106,TMC.OQ,TMC the metals company Inc,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
87261Y114,TMCWW.OQ,TMC the metals company Inc,Basic Materials,Mineral Resources,Metals & Mining,Specialty Mining & Metals
87264S106,TRW.N^E15,ZF TRW Automotive Holdings Corp,Consumer Cyclicals,Automobiles & Auto Parts,Automobiles & Auto Parts,"Auto, Truck & Motorcycle Parts"
872656103,,,,,,
872656202,TPGE_u.N^H18,Magnolia Oil & Gas Corp,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
872657101,TPG.OQ,TPG Inc,Financials,Banking & Investment Services,Investment Banking & Investment Services,Investment Management & Fund Operators
87265H109,TPH.N,Tri Pointe Homes Inc (Delaware),Consumer Cyclicals,Cyclical Consumer Products,Homebuilding & Construction Supplies,Homebuilding
87265K102,,,,,,
87266J104,TPICQ.PK,TPI Composites Inc,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
87266M107,TRTX.N,TPG RE Finance Trust Inc,Real Estate,Real Estate,Residential & Commercial REITs,Specialized REITs
87283P109,TRX.A,TRX Gold Corp,Basic Materials,Mineral Resources,Metals & Mining,Gold
87283Q107,TCHP.P,T Rowe Price Blue Chip Growth ETF,,,,
87284T100,,,,,,
87284T118,,,,,,
87284T209,TSIAU.OQ^F21,Latch Inc,Industrials,Industrial & Commercial Services,Professional & Commercial Services,Business Support Services
87288V101,TSSI.OQ,TSS Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
872960109,TNS.N^B13,TNS Inc,Technology,Software & IT Services,Software & IT Services,Online Services
87301L106,TSPQ.N^L22,TCW Special Purpose Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
87301L114,TSPQW.PK^L22,TCW Special Purpose Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
87301L205,TSPQ_u.N^L22,TCW Special Purpose Acquisition Corp,Financials,Investment Holding Companies,Investment Holding Companies,Investment Holding Companies
87305R109,TTMI.OQ,TTM Technologies Inc,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
87311L104,TWTC.OQ^K14,tw telecom Inc,Technology,Telecommunications Services,Telecommunications Services,Integrated Telecommunications Services
87311M102,TXCOQ.PK^B10,Reorganized Txco Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
873168108,TXU.N^J07,Energy Future Holdings Corp,Energy,Renewable Energy,Renewable Energy,Renewable Energy Equipment & Services
87318A101,TWFG.OQ,TWFG Inc,Financials,Insurance,Insurance,Multiline Insurance & Brokers
87336U105,DATA.N^H19,Tableau Software LLC,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
873379101,TRHC.OQ^K23,Tabula Rasa HealthCare Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,Advanced Medical Equipment & Technology
87357P100,TCMD.OQ,Tactile Systems Technology Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
873868103,THO.TO^B19,Tahoe Resources Inc,Basic Materials,Mineral Resources,Metals & Mining,Non-Gold Precious Metals & Minerals
874039100,TSM.N,Taiwan Semiconductor Manufacturing Co Ltd,Technology,Technology Equipment,Semiconductors & Semiconductor Equipment,Semiconductors
87403A107,TLRDQ.PK^L20,Tailored Brands Inc,Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers
87403Q102,,,,,,
87403Q110,,,,,,
874054109,TTWO.OQ,Take-Two Interactive Software Inc,Technology,Software & IT Services,Software & IT Services,Software
874060205,TAK.N,Takeda Pharmaceutical Co Ltd,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
874080104,TAL.N,TAL Education Group,Academic & Educational Services,Academic & Educational Services,Miscellaneous Educational Service Providers,Miscellaneous Educational Service Providers
874083108,,,,,,
874161102,TLB.N^H12,Talbots LLC,Consumer Cyclicals,Retailers,Specialty Retailers,Apparel & Accessories Retailers
874224207,TLND.OQ^G21,Talend SA,Technology,Software & IT Services,Software & IT Services,Software
874227101,TLCR.OQ^F11,Talecris Biotherapeutics Holdings Corp,Healthcare,Pharmaceuticals & Medical Research,Pharmaceuticals,Pharmaceuticals
87422J105,TLN^L16,Talen Energy Corp,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers
87422Q109,TLN.OQ,Talen Energy Corp,Utilities,Utilities,Electric Utilities & IPPs,Independent Power Producers
87424L108,,,,,,
87424N104,TLEO.OQ^D12,Oracle Taleo LLC,Technology,Software & IT Services,Software & IT Services,Software
87425E103,TLM.TO^E15,Repsol Oil & Gas Canada Inc (PRE-MERGER 1),Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
87427V103,TALK.OQ,Talkspace Inc,Healthcare,Healthcare Services & Equipment,Healthcare Providers & Services,Healthcare Facilities & Services
87427V111,TALKW.OQ,Talkspace Inc,,,,
874696107,TGE.N^D20,Tallgrass Energy LP,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
874697105,TEP.N^G18,Tallgrass Energy Partners LP,Energy,Energy - Fossil Fuels,Oil & Gas Related Equipment and Services,Oil & Gas Transportation Services
87482X101,TLMR.O^I16,Talmer Bancorp Inc,Financials,Banking & Investment Services,Banking Services,Banks
87484D103,TAMN.MX^A13,TAM SA,Industrials,Transportation,Passenger Transportation Services,Airlines
87484T108,TALO.N,Talos Energy Inc,Energy,Energy - Fossil Fuels,Oil & Gas,Oil & Gas Exploration and Production
875372203,TNDM.OQ,Tandem Diabetes Care Inc,Healthcare,Healthcare Services & Equipment,Healthcare Equipment & Supplies,"Medical Equipment, Supplies & Distribution"
875465106,SKT.N,Tanger Inc,Real Estate,Real Estate,Residential & Commercial REITs,Commercial REITs
87582Y108,TNGO.PK^G17,Tangoe US Inc,Technology,Software & IT Services,Software & IT Services,IT Services & Consulting
